Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY


Nelson, Jackson  ID=119753      1st Period Teacher=Rutherford E
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, 1st


Roberts, Jackson  ID=146492      1st Period Teacher=Rutherford E
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Wright, Levi  ID=163500      1st Period Teacher=Rutherford E
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
2,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 5th


Williams, Gianna  ID=150431      1st Period Teacher=Rutherford E
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A


Wright, Scarlett  ID=194921      1st Period Teacher=Rutherford E
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 2nd
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 3rd
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Lopez, Owen  ID=117014      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 6th
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A


Perez, Mila  ID=159209      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 4th


Thomas, Oliver  ID=102622      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 1st
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Brown, Emma  ID=117066      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
3,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 5th


Ramirez, Jack  ID=108424      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 1st


Brown, Ava  ID=191227      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 6th


Garcia, Elijah  ID=130642      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Williams, Carter  ID=130656      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Williams, Luna  ID=163331      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 2nd
2,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, 1st


Gonzalez, Lily  ID=176560      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
4,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A


Roberts, Zoey  ID=109372      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, 2nd


Jones, Samuel  ID=167908      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A


Williams, Joseph  ID=189236      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 4th
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Gonzalez, Ethan  ID=172479      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, 4th
2,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 2nd


Ramirez, Aria  ID=156950      1st Period Teacher=Sinclair J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Walker, Evelyn  ID=163167      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A


Johnson, Joseph  ID=145487      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 3rd


Rivera, Mila  ID=159340      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 5th
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Flores, Camila  ID=159053      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, 7th


Roberts, Benjamin  ID=116269      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Perez, Liam  ID=105728      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Sanchez, Liam  ID=165418      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A


Perez, Nora  ID=163021      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, 4th


Hernandez, Levi  ID=166553      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 1st


Ramirez, Joseph  ID=102559      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Martinez, Levi  ID=115403      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
2,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Lewis, Mila  ID=176777      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Carter, Scarlett  ID=193972      1st Period Teacher=Tennyson C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Scott, James  ID=171504      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A


Robinson, Daniel  ID=117896      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 2nd
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Taylor, Logan  ID=123844      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Lee, Sophia  ID=150841      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Flores, Sebastian  ID=123608      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 1st
2,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 4th
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Taylor, Grace  ID=169145      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 2nd
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 7th
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Garcia, Lily  ID=115560      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Garcia, Camila  ID=153168      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Career in Government],  Ormsby M,  Presenter 16, N/A


Miller, Alexander  ID=106866      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
2,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Clark, Charlotte  ID=125317      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
2,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, 7th
4,  [Career in Government],  Ormsby M,  Presenter 16, 5th


Torres, Evelyn  ID=190917      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Clark, Nora  ID=155344      1st Period Teacher=Underwood M
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, 2nd
4,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A


Harris, Wyatt  ID=158220      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 4th
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A


Hill, Camila  ID=136839      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Rivera, Harper  ID=168804      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 7th


Nguyen, Harper  ID=163361      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
3,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
4,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A


Taylor, Mia  ID=126801      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 4th
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Davis, William  ID=194763      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, 7th
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Baker, Ella  ID=143966      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Lee, Ava  ID=163002      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Campbell, Elijah  ID=170893      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 1st


White, Evelyn  ID=139595      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 1st
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Lewis, Noah  ID=140086      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
2,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Torres, Sebastian  ID=141641      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Taylor, Gianna  ID=132202      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Green, Owen  ID=135696      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 6th
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Martinez, Alexander  ID=192468      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 4th
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Adams, Chloe  ID=168666      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, 2nd
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Anderson, Evelyn  ID=158458      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Clark, Jackson  ID=152491      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A


Rodriguez, Aria  ID=171230      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
