NUM_STUDENTS, 600
FIRST_NAME, LAST_NAME, HR_TEACH, FIRST_PERIOD, STUDENT_ID, GRADE, SEL1_ID, SEL1_TEACH, SEL2_ID, SEL2_TEACH, SEL3_ID, SEL3_TEACH, SEL4_ID, SEL4_TEACH
 Henry,  Moore,  Montgomery C,  Ashford S, 183772, 10, 12,  Fitzwilliam E, 40,  Montgomery O, 30,  Sinclair J, 15,  Haverford G
 Mateo,  Nelson,  Galloway J,  Marlowe B, 142363, 11, 1,  Marlowe B, 31,  Galloway J, 20,  Fairfax R, 5,  Tennyson C
 Scarlett,  Ramirez,  Blackwood I,  Eversley A, 115730, 12, 4,  Eversley A, 39,  Abernathy S, 34,  Rutherford E, 28,  Ainsworth G
 Jack,  Mitchell,  Kingsley O,  Yardley A, 150842, 7, 4,  Eversley A, 36,  Kingsley D, 24,  Blackwood I, 15,  Haverford G
 Amelia,  Rivera,  Greystone O,  Blackwood I, 108737, 8, 27,  Underwood M, 19,  Montgomery C, 39,  Abernathy S, 26,  Whitmore C
 Samuel,  Wright,  Kingsley O,  Langley G, 178692, 9, 36,  Kingsley D, 31,  Galloway J, 13,  Radcliffe L, 41,  Whitmore H
 Oliver,  Sanchez,  Langley G,  Wainwright J, 177941, 10, 37,  Davenport W, 9,  Quincy B, 3,  Kingsley O, 2,  Greystone M
 Samuel,  Jones,  Greystone O,  Sinclair J, 167908, 11, 3,  Kingsley O, 2,  Greystone M, 32,  Ravenscroft S, 7,  Ashford S
 Aria,  Wright,  Wainwright J,  Fairfax R, 185935, 12, 8,  Yardley A, 20,  Fairfax R, 28,  Ainsworth G, 16,  Ormsby M
 Henry,  Smith,  Haverford G,  Marlowe S, 105459, 7, 19,  Montgomery C, 13,  Radcliffe L, 37,  Davenport W, 20,  Fairfax R
 Scarlett,  Wright,  Galloway J,  Rutherford E, 194921, 8, 19,  Montgomery C, 33,  Langley G, 14,  Beaumont S, 36,  Kingsley D
 Mila,  Williams,  Underwood M,  Ingram O, 171221, 9, 15,  Haverford G, 3,  Kingsley O, 18,  Kingsley H, 25,  Ravenscroft S
 Mila,  Carter,  Langley G,  Quincy B, 173378, 10, 16,  Ormsby M, 33,  Langley G, 6,  Fitzwilliam J, 7,  Ashford S
 Elijah,  Robinson,  Montgomery C,  Davenport W, 133875, 11, 26,  Whitmore C, 25,  Ravenscroft S, 32,  Ravenscroft S, 18,  Kingsley H
 Sophia,  Harris,  Greystone M,  Marlowe S, 167089, 12, 19,  Montgomery C, 23,  Ravenscroft A, 33,  Langley G, 38,  Marlowe S
 Carter,  Wright,  Ravenscroft S,  Yardley A, 199069, 7, 30,  Sinclair J, 18,  Kingsley H, 3,  Kingsley O, 5,  Tennyson C
 Evelyn,  Robinson,  Ellsworth G,  Abernathy S, 197727, 8, 14,  Beaumont S, 9,  Quincy B, 23,  Ravenscroft A, 17,  Ingram O
 James,  Garcia,  Fitzwilliam E,  Ingram O, 175725, 9, 28,  Ainsworth G, 34,  Rutherford E, 12,  Fitzwilliam E, 3,  Kingsley O
 Alexander,  Scott,  Radcliffe L,  Ainsworth G, 197523, 10, 4,  Eversley A, 23,  Ravenscroft A, 41,  Whitmore H, 39,  Abernathy S
 Mason,  Campbell,  Kingsley D,  Ainsworth G, 108894, 11, 6,  Fitzwilliam J, 33,  Langley G, 12,  Fitzwilliam E, 16,  Ormsby M
 Charlotte,  Sanchez,  Sinclair J,  Abernathy S, 137532, 12, 13,  Radcliffe L, 10,  Greystone O, 27,  Underwood M, 24,  Blackwood I
 Aiden,  Anderson,  Vance J,  Marlowe B, 170057, 7, 1,  Marlowe B, 8,  Yardley A, 35,  Vance J, 38,  Marlowe S
 Scarlett,  Davis,  Ravenscroft S,  Fitzwilliam J, 172241, 8, 40,  Montgomery O, 29,  Montgomery C, 24,  Blackwood I, 13,  Radcliffe L
 Scarlett,  Nelson,  Underwood M,  Davenport W, 125033, 9, 18,  Kingsley H, 39,  Abernathy S, 30,  Sinclair J, 10,  Greystone O
 Scarlett,  Lopez,  Galloway J,  Ormsby M, 117920, 10, 14,  Beaumont S, 7,  Ashford S, 16,  Ormsby M, 23,  Ravenscroft A
 Joseph,  Hill,  Abernathy S,  Blackwood I, 127718, 11, 13,  Radcliffe L, 9,  Quincy B, 30,  Sinclair J, 11,  Wainwright J
 Mila,  Williams,  Fairfax R,  Abernathy S, 130247, 12, 20,  Fairfax R, 27,  Underwood M, 41,  Whitmore H, 3,  Kingsley O
 Joseph,  Williams,  Rutherford E,  Sinclair J, 189236, 7, 6,  Fitzwilliam J, 26,  Whitmore C, 39,  Abernathy S, 30,  Sinclair J
 Nora,  Harris,  Ellsworth G,  Kingsley O, 171639, 8, 29,  Montgomery C, 34,  Rutherford E, 21,  Fairfax O, 30,  Sinclair J
 Riley,  Torres,  Ellsworth G,  Kingsley H, 149275, 9, 39,  Abernathy S, 17,  Ingram O, 35,  Vance J, 18,  Kingsley H
 Logan,  Thompson,  Vance J,  Ravenscroft S, 167867, 10, 1,  Marlowe B, 6,  Fitzwilliam J, 16,  Ormsby M, 40,  Montgomery O
 Ethan,  Gonzalez,  Kingsley H,  Sinclair J, 172479, 11, 25,  Ravenscroft S, 30,  Sinclair J, 12,  Fitzwilliam E, 15,  Haverford G
 Mia,  Nelson,  Ingram O,  Montgomery C, 112975, 12, 5,  Tennyson C, 28,  Ainsworth G, 7,  Ashford S, 15,  Haverford G
 Lily,  Perez,  Tennyson C,  Vance J, 167681, 7, 7,  Ashford S, 41,  Whitmore H, 4,  Eversley A, 12,  Fitzwilliam E
 Aria,  Ramirez,  Kingsley O,  Sinclair J, 156950, 8, 32,  Ravenscroft S, 36,  Kingsley D, 40,  Montgomery O, 33,  Langley G
 Olivia,  Campbell,  Haverford G,  Quincy B, 181935, 9, 6,  Fitzwilliam J, 26,  Whitmore C, 30,  Sinclair J, 16,  Ormsby M
 Sophia,  Sanchez,  Davenport W,  Ellsworth G, 143473, 10, 33,  Langley G, 11,  Wainwright J, 4,  Eversley A, 30,  Sinclair J
 Benjamin,  Smith,  Kingsley O,  Beaumont S, 120988, 11, 17,  Ingram O, 20,  Fairfax R, 7,  Ashford S, 40,  Montgomery O
 Olivia,  Mitchell,  Fitzwilliam J,  Fitzwilliam J, 134160, 12, 20,  Fairfax R, 12,  Fitzwilliam E, 8,  Yardley A, 9,  Quincy B
 Charlotte,  Roberts,  Montgomery C,  Montgomery C, 134453, 7, 12,  Fitzwilliam E, 38,  Marlowe S, 9,  Quincy B, 3,  Kingsley O
 Mila,  Lewis,  Kingsley H,  Tennyson C, 176777, 8, 21,  Fairfax O, 41,  Whitmore H, 36,  Kingsley D, 30,  Sinclair J
 Mason,  Nguyen,  Fitzwilliam J,  Greystone O, 108187, 9, 16,  Ormsby M, 3,  Kingsley O, 17,  Ingram O, 39,  Abernathy S
 Nora,  Clark,  Sinclair J,  Underwood M, 155344, 10, 4,  Eversley A, 20,  Fairfax R, 29,  Montgomery C, 10,  Greystone O
 Aiden,  Walker,  Tennyson C,  Montgomery O, 114339, 11, 31,  Galloway J, 13,  Radcliffe L, 25,  Ravenscroft S, 16,  Ormsby M
 Harper,  Adams,  Rutherford E,  Ravenscroft S, 124481, 12, 35,  Vance J, 17,  Ingram O, 16,  Ormsby M, 32,  Ravenscroft S
 Owen,  Smith,  Ravenscroft A,  Kingsley O, 174310, 7, 26,  Whitmore C, 5,  Tennyson C, 6,  Fitzwilliam J, 8,  Yardley A
 Henry,  Nelson,  Whitmore C,  Radcliffe L, 147002, 8, 11,  Wainwright J, 15,  Haverford G, 29,  Montgomery C, 37,  Davenport W
 Ella,  Hernandez,  Ormsby M,  Radcliffe L, 199844, 9, 13,  Radcliffe L, 35,  Vance J, 21,  Fairfax O, 20,  Fairfax R
 Noah,  Brown,  Beaumont S,  Ashford S, 141840, 10, 3,  Kingsley O, 41,  Whitmore H, 20,  Fairfax R, 6,  Fitzwilliam J
 Gianna,  Perez,  Ormsby M,  Whitmore C, 109964, 11, 37,  Davenport W, 11,  Wainwright J, 29,  Montgomery C, 18,  Kingsley H
 Gianna,  Carter,  Davenport W,  Abernathy S, 113235, 12, 16,  Ormsby M, 6,  Fitzwilliam J, 28,  Ainsworth G, 38,  Marlowe S
 Lucas,  Smith,  Haverford G,  Montgomery C, 194404, 7, 32,  Ravenscroft S, 21,  Fairfax O, 23,  Ravenscroft A, 18,  Kingsley H
 Ella,  White,  Yardley A,  Beaumont S, 122314, 8, 39,  Abernathy S, 36,  Kingsley D, 16,  Ormsby M, 15,  Haverford G
 Scarlett,  Lee,  Blackwood I,  Marlowe B, 160162, 9, 16,  Ormsby M, 11,  Wainwright J, 7,  Ashford S, 31,  Galloway J
 Lucas,  Scott,  Kingsley H,  Whitmore C, 115806, 10, 38,  Marlowe S, 22,  Ellsworth G, 39,  Abernathy S, 19,  Montgomery C
 Ava,  Young,  Radcliffe L,  Greystone O, 133510, 11, 19,  Montgomery C, 36,  Kingsley D, 2,  Greystone M, 5,  Tennyson C
 Chloe,  Thompson,  Greystone O,  Ashford S, 160706, 12, 26,  Whitmore C, 17,  Ingram O, 3,  Kingsley O, 25,  Ravenscroft S
 Levi,  Perez,  Greystone O,  Montgomery C, 101769, 7, 26,  Whitmore C, 31,  Galloway J, 34,  Rutherford E, 30,  Sinclair J
 Carter,  Miller,  Underwood M,  Ormsby M, 110616, 8, 13,  Radcliffe L, 27,  Underwood M, 33,  Langley G, 2,  Greystone M
 Zoey,  Rivera,  Abernathy S,  Haverford G, 102365, 9, 21,  Fairfax O, 40,  Montgomery O, 11,  Wainwright J, 33,  Langley G
 Scarlett,  Carter,  Fitzwilliam E,  Tennyson C, 193972, 10, 1,  Marlowe B, 18,  Kingsley H, 32,  Ravenscroft S, 17,  Ingram O
 Liam,  White,  Ravenscroft A,  Wainwright J, 145016, 11, 2,  Greystone M, 9,  Quincy B, 1,  Marlowe B, 15,  Haverford G
 William,  Lee,  Marlowe S,  Montgomery O, 196881, 12, 8,  Yardley A, 21,  Fairfax O, 16,  Ormsby M, 28,  Ainsworth G
 Olivia,  Hall,  Whitmore C,  Radcliffe L, 176751, 7, 7,  Ashford S, 4,  Eversley A, 37,  Davenport W, 2,  Greystone M
 Luna,  Martinez,  Ainsworth G,  Ravenscroft S, 116838, 8, 37,  Davenport W, 32,  Ravenscroft S, 8,  Yardley A, 12,  Fitzwilliam E
 Owen,  Anderson,  Tennyson C,  Ingram O, 176372, 9, 38,  Marlowe S, 40,  Montgomery O, 28,  Ainsworth G, 26,  Whitmore C
 Aria,  Hernandez,  Ainsworth G,  Kingsley D, 137341, 10, 36,  Kingsley D, 35,  Vance J, 19,  Montgomery C, 16,  Ormsby M
 Samuel,  Lewis,  Fairfax O,  Langley G, 126309, 11, 23,  Ravenscroft A, 30,  Sinclair J, 22,  Ellsworth G, 18,  Kingsley H
 Henry,  Hill,  Kingsley H,  Greystone M, 110890, 12, 27,  Underwood M, 40,  Montgomery O, 3,  Kingsley O, 19,  Montgomery C
