SUBJECT,  [Women in Electrical Engineering]
 Marlowe B by  Presenter 1
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
2, Mitchell, Harper,N/A, [Space Based Intelligence Software],  Haverford G
2, Sanchez, Liam,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Jackson, Lily,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Perez, Oliver,N/A, [Finanical Literacy for Students],  Yardley A
2, Wright, Aria,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Smith, Benjamin,N/A, [Personalities & Career Explorations],  Ashford S
2, Clark, Nora,N/A, [Crime Scene Investigation],  Montgomery C
3, Jackson, Jack,N/A, [Space Based Intelligence Software],  Haverford G
3, Ramirez, Jack,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Williams, Jack,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Torres, Joseph,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Gonzalez, Mia,5th, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
3, Young, Sophia,5th, [Electrical Engineering],  Whitmore C
3, Taylor, Ava,N/A, [Being a Pilot],  Galloway J
3, Thompson, Jack,3rd, [Being a Chiropractor],  Vance J
3, Nelson, Mila,2nd, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, King, Elijah,4th, [Why You need a resume],  Greystone M
3, Torres, Aria,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Roberts, Zoey,N/A, [Exploring IT Careers],  Ellsworth G
3, Jackson, Levi,N/A, [Personalities & Career Explorations],  Ashford S
3, Nelson, Mateo,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Brown, Noah,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
4, Young, Camila,N/A,N/A, N/A
4, Martin, William,N/A,N/A, N/A
4, Carter, Noah,N/A,N/A, N/A
4, Harris, Mateo,4th,N/A, N/A
4, Brown, Ava,6th,N/A, N/A
4, Johnson, Joseph,6th,N/A, N/A
4, Roberts, Ella,N/A,N/A, N/A
4, Hernandez, Aiden,N/A,N/A, N/A
4, Robinson, Lucas,N/A,N/A, N/A
4, Davis, Mia,N/A,N/A, N/A
4, Perez, Harper,4th,N/A, N/A
4, Smith, Henry,N/A,N/A, N/A
4, Hernandez, Ella,5th,N/A, N/A


SUBJECT,  [School Board Member/SLP]
 Fairfax O by  Presenter 21
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Martin, Oliver,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Taylor, Emma,N/A, [Space Based Intelligence Software],  Haverford G
1, Miller, Isabella,N/A, [Personalities & Career Explorations],  Ashford S
1, White, William,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Sanchez, Logan,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Jones, Henry,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Adams, Scarlett,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Allen, Zoey,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Gonzalez, Ellie,N/A, [Being a Pilot],  Galloway J
1, Williams, Mia,N/A, [Career in Government],  Ormsby M
1, Roberts, Jackson,N/A, [Exploring IT Careers],  Ellsworth G
1, Gonzalez, Lily,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Perez, Nora,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Anderson, Levi,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
1, Clark, Aiden,7th, [Engineering: a career with many changes],  Ravenscroft A
1, Garcia, Jack,N/A, [Electrical Engineering],  Whitmore C
1, King, Charlotte,N/A, [Exploring IT Careers],  Ellsworth G
1, Scott, Camila,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Jackson, Levi,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Lewis, Mila,N/A, [Cybersecurity and hacking],  Whitmore H
1, Rivera, Zoey,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Martin, Scarlett,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Jackson, Harper,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Jones, Alexander,N/A, [The Entertainment Business],  Sinclair J
2, Adams, Owen,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Martinez, Alexander,N/A, [Space Based Intelligence Software],  Haverford G
2, Nelson, Mila,N/A, [Becoming a Sheriff],  Fairfax R
2, Green, Logan,N/A, [Space Based Intelligence Software],  Haverford G
2, Adams, Chloe,5th, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Moore, Amelia,N/A, [Space Based Intelligence Software],  Haverford G
2, Jones, Mia,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Perez, Ella,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Lee, Zoey,N/A, [The Entertainment Business],  Sinclair J
2, Ramirez, Joseph,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Smith, Lucas,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Lee, William,1st, [Career in Government],  Ormsby M
3, Adams, Alexander,N/A, [Not Just a nurse],  Davenport W
3, Jackson, Ella,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Miller, Ethan,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Allen, William,N/A, [Being a Chiropractor],  Vance J
3, Ramirez, William,N/A, [Not Just a nurse],  Davenport W
3, Perez, Grace,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Clark, Charlotte,7th, [Career in Government],  Ormsby M
3, Adams, Mia,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Harris, James,6th, [Finanical Literacy for Students],  Yardley A
3, Baker, Carter,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Wilson, Carter,5th, [Follow the Money to Stop the Crime],  Beaumont S
3, Harris, Samuel,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Davis, Mia,N/A, [Becoming a Sheriff],  Fairfax R
3, Harris, Nora,N/A, [The Entertainment Business],  Sinclair J
3, Hernandez, Ella,N/A, [Becoming a Sheriff],  Fairfax R
4, Nguyen, Harper,N/A,N/A, N/A
4, Moore, Carter,N/A,N/A, N/A
4, Jones, Mia,N/A,N/A, N/A
4, Mitchell, Grace,N/A,N/A, N/A
4, Lopez, Emma,N/A,N/A, N/A
4, Johnson, Daniel,N/A,N/A, N/A
4, Torres, Elijah,N/A,N/A, N/A
4, Baker, Scarlett,N/A,N/A, N/A


SUBJECT,  [Exploring IT Careers]
 Ellsworth G by  Presenter 22
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Ramirez, Levi,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Young, Layla,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Perez, Aria,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Moore, Benjamin,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Miller, Alexander,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Flores, Lily,N/A, [The Entertainment Business],  Sinclair J
1, Young, Camila,N/A, [The Entertainment Business],  Sinclair J
1, Adams, Chloe,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Adams, Chloe,N/A, [School Board Member/SLP],  Fairfax O
1, Thomas, Ava,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Lee, Jackson,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Miller, Oliver,N/A, [Why You need a resume],  Greystone M
1, Williams, Ethan,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
1, Martin, Mia,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Gonzalez, Wyatt,N/A, [Personalities & Career Explorations],  Ashford S
1, Smith, Alexander,N/A, [Women in Electrical Engineering],  Marlowe B
1, Torres, Emma,1st, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Davis, William,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Harris, Logan,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Garcia, Lily,N/A, [Personalities & Career Explorations],  Ashford S
2, Lee, Lily,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Lopez, Harper,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Torres, James,N/A, [A career in medicine],  Kingsley D
2, Martinez, Liam,N/A, [Being a Chiropractor],  Vance J
2, Moore, William,N/A, [Being a Pilot],  Galloway J
2, Flores, Aria,N/A, [The Entertainment Business],  Sinclair J
2, Lee, Owen,3rd, [Not Just a nurse],  Davenport W
2, Martin, Jackson,N/A, [A career in medicine],  Kingsley D
2, Roberts, Jackson,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Torres, Lily,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Carter, Carter,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Baker, Carter,3rd, [School Board Member/SLP],  Fairfax O
2, King, Mason,N/A, [Being a Chiropractor],  Vance J
2, Williams, Jack,N/A, [Being a Chiropractor],  Vance J
2, Hernandez, Levi,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, King, Charlotte,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Scott, Lucas,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Gonzalez, Scarlett,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Lee, Wyatt,N/A, [Treating Cancer with Radiation],  Greystone O
3, Brown, Emma,N/A, [Personalities & Career Explorations],  Ashford S
3, Davis, Logan,N/A, [Cybersecurity and hacking],  Whitmore H
3, Perez, Liam,N/A, [The Entertainment Business],  Sinclair J
3, Lee, Nora,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Torres, Camila,N/A, [Career in Government],  Ormsby M
3, Robinson, Owen,N/A, [Space Based Intelligence Software],  Haverford G
3, Mitchell, Isabella,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Thomas, Charlotte,N/A, [Why You need a resume],  Greystone M
3, Martinez, Mason,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Lee, Ella,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Lewis, Samuel,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
4, Adams, Logan,N/A,N/A, N/A
4, King, Chloe,N/A,N/A, N/A
4, Perez, Henry,N/A,N/A, N/A
4, Young, Jackson,N/A,N/A, N/A
4, Baker, Layla,N/A,N/A, N/A
4, Harris, Lucas,N/A,N/A, N/A
4, Hernandez, Levi,N/A,N/A, N/A
4, Williams, Ethan,4th,N/A, N/A
4, Rivera, Joseph,N/A,N/A, N/A
4, Clark, Jackson,N/A,N/A, N/A
4, Davis, Amelia,N/A,N/A, N/A
4, Roberts, Zoey,2nd,N/A, N/A
4, Lewis, Jackson,5th,N/A, N/A
4, Martin, Charlotte,6th,N/A, N/A
4, Martin, William,N/A,N/A, N/A


SUBJECT,  [Engineering: a career with many changes]
 Ravenscroft A by  Presenter 23
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Scott, Ella,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Lee, Sebastian,N/A, [Women in Electrical Engineering],  Marlowe B
1, Scott, Mia,N/A, [Cybersecurity and hacking],  Whitmore H
1, Lopez, Mila,N/A, [Space Based Intelligence Software],  Haverford G
1, Wright, Benjamin,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Hill, Sophia,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Lewis, Jack,N/A, [A career in medicine],  Kingsley D
1, Roberts, Jack,N/A, [Crime Scene Investigation],  Montgomery C
1, Wright, Ellie,N/A, [Career in Government],  Ormsby M
1, Lee, Riley,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Lopez, Grace,N/A, [Why You need a resume],  Greystone M
1, Flores, Gianna,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Martin, Jackson,N/A, [Exploring IT Careers],  Ellsworth G
1, Scott, Scarlett,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Lewis, Samuel,N/A, [The Entertainment Business],  Sinclair J
2, Moore, Lucas,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Lee, Wyatt,N/A, [Exploring IT Careers],  Ellsworth G
2, Perez, Aria,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Hill, Lucas,N/A, [Being a Pilot],  Galloway J
2, Gonzalez, Aiden,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Davis, Mia,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Williams, Carter,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Carter, Jack,7th, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Carter, Emma,5th, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Clark, Aiden,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Roberts, Ava,2nd, [Being a Pilot],  Galloway J
2, Thompson, Mila,N/A, [Personalities & Career Explorations],  Ashford S
2, Hill, Amelia,N/A, [Women in Electrical Engineering],  Marlowe B
2, Harris, Sophia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Scott, Alexander,N/A, [Cybersecurity and hacking],  Whitmore H
3, Taylor, Logan,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Lopez, Chloe,N/A, [Finanical Literacy for Students],  Yardley A
3, Jones, Mia,N/A, [School Board Member/SLP],  Fairfax O
3, Roberts, Ava,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Allen, Carter,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Thomas, Sebastian,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, Roberts, Benjamin,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Rivera, Joseph,N/A, [Exploring IT Careers],  Ellsworth G
3, Thomas, Ava,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Robinson, Evelyn,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
3, Smith, Lucas,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
4, Hill, Camila,N/A,N/A, N/A
4, Young, Gianna,N/A,N/A, N/A
4, Gonzalez, Lily,N/A,N/A, N/A
4, Nelson, Jackson,N/A,N/A, N/A
4, Anderson, Elijah,N/A,N/A, N/A
4, Torres, James,N/A,N/A, N/A
4, Johnson, Samuel,N/A,N/A, N/A
4, Wilson, Olivia,N/A,N/A, N/A
4, Green, Evelyn,N/A,N/A, N/A
4, Lee, Alexander,N/A,N/A, N/A
4, Moore, Amelia,N/A,N/A, N/A
4, Robinson, Amelia,N/A,N/A, N/A
4, Hill, Layla,1st,N/A, N/A
4, Clark, Liam,N/A,N/A, N/A
4, Lopez, Scarlett,N/A,N/A, N/A


SUBJECT,  [Science behind Police Response to Traffic Crashes]
 Blackwood I by  Presenter 24
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Rivera, Harper,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Wilson, Jackson,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Ramirez, Jack,N/A, [Why You need a resume],  Greystone M
1, Harris, William,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Lopez, Jack,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Rodriguez, Oliver,N/A, [Electrical Engineering],  Whitmore C
1, Martinez, Jackson,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Johnson, Emma,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Roberts, Ava,7th, [Engineering: a career with many changes],  Ravenscroft A
1, Martinez, Levi,N/A, [Treating Cancer with Radiation],  Greystone O
1, Perez, Harper,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Hall, Scarlett,7th, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Taylor, Logan,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Garcia, Logan,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Young, Jackson,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Hill, Sophia,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, White, Evelyn,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Torres, Sebastian,N/A, [Electrical Engineering],  Whitmore C
2, Clark, Jack,N/A, [Women in Electrical Engineering],  Marlowe B
2, Allen, Zoey,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Roberts, Ella,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Scott, Wyatt,1st, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Perez, Nora,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Lee, Jackson,N/A, [Why You need a resume],  Greystone M
2, Young, Ella,1st, [Architecture - designing buildings big & small],  Eversley A
2, Lewis, William,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Lee, Jack,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
3, Lee, Scarlett,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Perez, Mila,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Clark, Lily,N/A, [Crime Scene Investigation],  Montgomery C
3, Martin, Zoey,N/A, [Personalities & Career Explorations],  Ashford S
3, Thompson, Isabella,N/A, [A career in medicine],  Kingsley D
3, Martin, Carter,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Brown, Ava,N/A, [Becoming a Sheriff],  Fairfax R
3, Flores, Elijah,7th, [Crime Scene Investigation],  Montgomery C
3, Anderson, Evelyn,N/A, [A career in medicine],  Kingsley D
3, Martin, Isabella,5th, [The Role of Local Government in Everyday Living],  Kingsley O
3, Adams, Chloe,N/A, [Practicing Now to Be an Author Later],  Rutherford E
3, Johnson, Owen,3rd, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Brown, Mateo,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Thompson, Lucas,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Mitchell, Jack,N/A, [Space Based Intelligence Software],  Haverford G
3, Davis, Scarlett,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
4, Lewis, Sebastian,N/A,N/A, N/A
4, Robinson, Sebastian,N/A,N/A, N/A
4, Rodriguez, Joseph,N/A,N/A, N/A
4, Williams, Olivia,N/A,N/A, N/A
4, Campbell, Camila,N/A,N/A, N/A
4, Williams, Noah,N/A,N/A, N/A
4, Perez, Amelia,N/A,N/A, N/A
4, Harris, Jackson,N/A,N/A, N/A
4, Johnson, William,N/A,N/A, N/A
4, Thompson, Harper,2nd,N/A, N/A
4, Campbell, Mila,N/A,N/A, N/A
4, Williams, Emma,N/A,N/A, N/A
4, Thomas, Ava,N/A,N/A, N/A
4, Williams, Ethan,N/A,N/A, N/A
4, Hall, Aria,N/A,N/A, N/A
4, Sanchez, Charlotte,N/A,N/A, N/A


SUBJECT,  [(CANCELLED) A career in educational administration]
 Ravenscroft S by  Presenter 25
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Hill, Ava,N/A, [Practicing Now to Be an Author Later],  Rutherford E
1, Walker, Evelyn,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Williams, Jack,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Jones, Alexander,N/A, [School Board Member/SLP],  Fairfax O
1, Walker, Jackson,N/A, [Finanical Literacy for Students],  Yardley A
1, Garcia, Camila,N/A, [Electrical Engineering],  Whitmore C
1, Smith, Henry,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Williams, Ethan,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Nelson, Jackson,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Scott, Noah,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, Torres, Lily,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Gonzalez, Ethan,4th, [The Entertainment Business],  Sinclair J
2, Lee, Harper,N/A, [Career in Government],  Ormsby M
2, Thomas, Isabella,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Ramirez, Nora,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Thompson, Grace,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Harris, Charlotte,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Johnson, Joseph,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Williams, Aria,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Torres, Emma,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Robinson, Elijah,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Clark, Oliver,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Thompson, Emma,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Martin, Scarlett,N/A, [Being a Chiropractor],  Vance J
3, Jones, James,N/A, [Being a Chiropractor],  Vance J
3, Taylor, Nora,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, Williams, Noah,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Brown, Elijah,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
3, Campbell, Ella,4th, [The Entertainment Business],  Sinclair J
3, Jackson, Harper,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Miller, Joseph,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Lee, Jack,N/A, [Being a Pilot],  Galloway J
3, Walker, Aiden,N/A, [Career in Government],  Ormsby M
4, Scott, Gianna,N/A,N/A, N/A
4, Anderson, Joseph,N/A,N/A, N/A
4, Moore, Owen,N/A,N/A, N/A
4, Scott, Sebastian,N/A,N/A, N/A
4, Roberts, Jack,N/A,N/A, N/A
4, Wright, Ellie,N/A,N/A, N/A
4, Gonzalez, Ellie,N/A,N/A, N/A
4, Robinson, Jack,N/A,N/A, N/A
4, Williams, Mila,N/A,N/A, N/A
4, Thompson, Chloe,N/A,N/A, N/A


SUBJECT,  [Electrical Engineering]
 Whitmore C by  Presenter 26
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Hill, Camila,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Lee, Harper,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, Adams, Sophia,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Clark, Oliver,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Young, Gianna,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Harris, Lucas,N/A, [Career in Government],  Ormsby M
1, Harris, Logan,N/A, [Exploring IT Careers],  Ellsworth G
1, Gonzalez, Camila,N/A, [Why You need a resume],  Greystone M
1, Roberts, Ella,N/A, [Finanical Literacy for Students],  Yardley A
1, Carter, Jack,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Flores, Lucas,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, Robinson, Elijah,1st, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, Smith, Owen,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Thompson, Chloe,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Perez, Levi,1st, [Being a Pilot],  Galloway J
2, Lee, Scarlett,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Young, Camila,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Rivera, Ella,N/A, [A career in medicine],  Kingsley D
2, Miller, Charlotte,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Allen, Mila,N/A, [Treating Cancer with Radiation],  Greystone O
2, Hall, Daniel,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Lopez, Luna,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Garcia, Camila,N/A, [Being a Chiropractor],  Vance J
2, Rodriguez, Oliver,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Campbell, Ella,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Hernandez, William,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Rivera, Oliver,N/A, [Career in Government],  Ormsby M
2, Rivera, Mateo,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Miller, Amelia,N/A, [A career in medicine],  Kingsley D
2, Williams, Liam,N/A, [Being a Chiropractor],  Vance J
2, Garcia, Jack,N/A, [Why You need a resume],  Greystone M
2, Williams, Joseph,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Campbell, Olivia,5th, [The Entertainment Business],  Sinclair J
3, Smith, Emma,N/A, [Being a Pilot],  Galloway J
3, Rivera, Scarlett,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Green, Sebastian,N/A, [Space Based Intelligence Software],  Haverford G
3, Mitchell, Owen,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Torres, Sebastian,N/A, [Cybersecurity and hacking],  Whitmore H
3, Ramirez, Jack,N/A, [Space Based Intelligence Software],  Haverford G
3, Thomas, Lucas,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
3, Young, Daniel,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Lee, Riley,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
3, Garcia, Elijah,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Taylor, Oliver,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Allen, Ava,1st, [The Role of Local Government in Everyday Living],  Kingsley O
4, Jackson, Harper,N/A,N/A, N/A
4, White, Elijah,N/A,N/A, N/A
4, Hall, Scarlett,N/A,N/A, N/A
4, Young, Sophia,N/A,N/A, N/A
4, Adams, Scarlett,N/A,N/A, N/A
4, Lopez, Amelia,N/A,N/A, N/A
4, Young, Luna,N/A,N/A, N/A
4, Martin, Charlotte,7th,N/A, N/A
4, Miller, Oliver,2nd,N/A, N/A
4, Rivera, Amelia,N/A,N/A, N/A
4, Anderson, Owen,N/A,N/A, N/A


SUBJECT,  [Careers in Wildlife-Natural Resources and Citizen Protection]
 Underwood M by  Presenter 27
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Gonzalez, Lily,N/A, [Finanical Literacy for Students],  Yardley A
